,content,Genre,Description Style
84,"<p>বর্তমান সরকারের সময় বিভিন্ন শিক্ষাপ্রতিষ্ঠানে ছাত্রলীগের ‘সন্ত্রাসী’ কর্মকাণ্ডের বিচারের জন্য একটি বিচার বিভাগীয় তদন্ত কমিশন গঠনের দাবি জানিয়েছেন বিএনপির স্থায়ী কমিটির সদস্য মওদুদ আহমদ।আজ রোববার রাজধানীর রিপোর্টার্স ইউনিটিতে ‘শিক্ষাঙ্গনে সন্ত্রাস’ শীর্ষক একক বক্তৃতায় মওদুদ আহমদ এ দাবি জানান। ‘মুক্তচিন্তা ফোরাম’ নামের একটি সংগঠন এ বক্তৃতার আয়োজন করে।মওদুদ আহমদ অভিযোগ করেন, বর্তমান সরকারের আমলে বড় বড় শিক্ষাপ্রতিষ্ঠানে নৈরাজ্যকর পরিস্থিতির সৃষ্টি হয়েছে। বিভিন্ন শিক্ষাপ্রতিষ্ঠানে ছাত্রশিবির ও ছাত্রদলের সন্ত্রাসী ও অপরাধমূলক কর্মকাণ্ড সম্পর্কে দৃষ্টি আকর্ষণ করা হলে মওদুদ আহমদ বলেন, সেগুলোও অপরাধ। তবে বর্তমানে শিক্ষাঙ্গনে সন্ত্রাস মানেই ছাত্রলীগের সন্ত্রাস।এই পরিস্থিতিতে ছাত্রলীগের সন্ত্রাসী কর্মকাণ্ড বিচারের জন্য একটি বিচার বিভাগীয় তদন্ত কমিশন গঠন করার দাবি জানান মওদুদ আহমদ। তিনি বলেন, ‘আমরা জানি এ সরকার তা করবে না।’মওদুদ আহমদ তাঁর বক্তৃতায় বলেন, স্বাধীনতার আগে ও পরে ছাত্রলীগের ভূমিকা সম্পূর্ণ বিপরীত। এখন শিক্ষাঙ্গনে অস্ত্রবাজি, চাঁদাবাজি, টেন্ডারবাজি নিত্যনৈমিত্তিক ঘটনা। আর এর শিকার সাধারণ শিক্ষার্থীরা।বিএনপির স্থায়ী কমিটির এই সদস্য বলেন, ছাত্রলীগ এ সরকারের অন্যতম কলঙ্ক। তারা সরকারের ভাবমূর্তি নষ্ট করছে। কিন্তু সরকার নিষ্ক্রিয়। কারণ তারাই ছাত্রলীগকে প্রশ্রয় দেয়।মওদুদ আহমদ অভিযোগ করেন, ছাত্রলীগ এখন শিক্ষকদের গায়েও হাত তুলছে, যা অকল্পনীয়। যে দল ক্ষমতায় থেকে ড. মুহাম্মদ ইউনূস, এবিএম মূসার মতো সম্মানিত লোকদের অসম্মানিত করে, তাদের ছাত্র সংগঠন এ ধরনের কাজই করবে। সারা বিশ্বে যাঁর (ড. মুহম্মদ ইউনূস) সুনাম, তাঁকে তাদের নেতারা অপমান করলে, তারা কেন তাদের শিক্ষকদের অপমান করবে না?’শিক্ষাঙ্গনে সন্ত্রাস একটি জাতীয় সমস্যা হিসেবে চিহ্নিত করে রাজনীতিবিদ ও পেশাজীবীদের সমন্বয়ে একটি জাতীয় কনভেনশন করা এবং ছাত্র সংসদ নির্বাচন দেওয়ার পরামর্শ দেন মওদুদ আহমদ। সবার জন্য সমান সুযোগ নিশ্চিত করে ছাত্র সংসদ নির্বাচন করা গেলে শিক্ষাঙ্গনে সন্ত্রাস বন্ধ করা যেতে পারে বলে মত দেন তিনি।</p>",['Crime'],Straight
85,"<p>রাজধানীর আফতাবনগরে গতকাল বৃহস্পতিবার মধ্যরাতে পুলিশের সঙ্গে সন্ত্রাসীদের ‘বন্দুকযুদ্ধে’ তিন যুবক আহত হয়েছে। তারা হলো মনির হোসেন, স্বপন, আবদুল্লাহ আল মামুন। পুলিশি পাহারায় তাদের ঢাকা মেডিকেল কলেজ হাসপাতালে ভর্তি করা হয়েছে।<br />বাড্ডা থানার পুলিশ জানায়, রাত ১১টার দিকে বাড্ডা থানায় খবর আসে, একদল দুর্বৃত্ত ডাকাতির প্রস্তুতি নিচ্ছে। এ তথ্যের ভিত্তিতে বাড্ডা থানার একদল পুলিশ সেখানে অভিযান চালায়। পুলিশের উপস্থিতি টের পেয়ে ডাকাতেরা পুলিশকে লক্ষ্য করে গুলি ছোড়ে। পুলিশ পাল্টা গুলি চালালে দুই পক্ষের মধ্যে বন্দুকযুদ্ধ বাধে। একপর্যায়ে পুলিশ গুলিবিদ্ধ তিন ডাকাত মনির, স্বপন ও মামুন এবং তাদের দুই সহযোগীকে আটক করে। অন্যরা পালিয়ে যায়। পরে গুলিবিদ্ধ তিন ডাকাতকে পুলিশি পাহারায় ঢাকা মেডিকেল কলেজ হাসপাতালে ভর্তি করা হয়।<br />রাত একটায় বাড্ডা থানার কর্তব্যরত উপপরিদর্শক (এসআই) মোহাম্মদ আল ফয়সাল প্রথম আলোকে বলেন, বন্দুকযুদ্ধের সময় দুই পুলিশ সদস্য আহত হন। পুলিশ ঘটনাস্থল থেকে দুটি চাপাতি, একটি ছোরা, একটি গুলি ও দুটি গুলির খোসা উদ্ধার করেছে।</p>",['Health'],Straight
86,"বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়ের (বিএসএমএমইউ) ভিসি অধ্যাপক ডা. কামরুল হাসান খান বলেছেন, জরায়ু মুখের ক্যান্সার ও স্তন ক্যান্সার বাংলাদেশের স্বাস্থ্য সমস্যার ক্ষেত্রে একটি বড় বিষয়। তবে প্রাথমিক পর্যায়ে শনাক্ত করতে পারলে প্রতিরোধ করা সম্ভব। শনিবার সকাল ৯টায় বিএসএমএমইউ’র ডি ব্লকের ১১ তলায় ন্যাশনাল ইন্সটিটিউট অব নিউক্লিয়ার মেডিসিন অ্যান্ড অ্যালায়েন্স সায়েন্সেস (আইএনএম) মিলনায়তনে আয়োজিত এক অনুষ্ঠানে প্রধান অতিথির বক্তব্যে এসব কথা বলেন তিনি। বাংলাদেশ সোসাইটি অব কলপোস্কোপিক অ্যান্ড সারভাইক্যাল প্যাথলজির (বিডিএসসিসিপি) প্রথম বার্ষিক সাধারণ সভা ও বৈজ্ঞানিক সম্মেলনের উদ্বোধন উপলক্ষে এই অনুষ্ঠানে আয়োজন করা হয়।বাংলাদেশ সোসাইটি অব কলপোস্কোপিক অ্যান্ড সারভাইক্যাল প্যাথলজির প্রেসিডেন্ট অধ্যাপক ডা. সাবেরা খাতুনের সভাপতিত্বে সম্মেলনে বিশেষ অতিথি হিসেবে উপস্থিত ছিলেন জাতীয় অধ্যাপক ডা. শাহলা খাতুন, অধ্যাপক ডা. আবদুল বায়েছ ভূঁইয়া, অধ্যাপক এজিই নাহার রহমান। সম্মানিত অতিথি হিসেবে উপস্থিত ছিলেন বিএসএমএমইউর কোষাধ্যক্ষ অধ্যাপক ডা. মো. আলী আসগর মোড়ল, অবসটেটিক্স অ্যান্ড গাইনোকোলজিক্যাল সোসাইটি অব বাংলাদেশের প্রেসিডেন্ট অধ্যাপক রওশন আরা। স্বাগত বক্তব্য রাখেন বিডিএসসিসিপির সাধারণ সম্পাদক অধ্যাপক ডা. আশরাফুন্নেসা। এর আগে সকাল ৮টায় স্তন ক্যান্সার প্রতিরোধে সচেতনতা সৃষ্টিতে বিশ্ববিদ্যালয়ের প্রশাসনিক গেটের সামনে একটি পিংক (গোলাপী) সমাবেশ অনুষ্ঠিত হয়।শিশু গ্যাস্ট্রোএন্টারোলজিবিষয়কআন্তর্জাতিক সম্মেলন অনুষ্ঠিত : শনিবার সকাল ১০টায় বিএসএমএমইউ’র বি ব্লকের নিচতলায় শহীদ ডা. মিলন হলে বাংলাদেশ সোসাইটি ফর প্যাডিয়াট্রিক গ্যাস্ট্রোএন্টারোলজি অ্যান্ড নিউট্রিশনের উদ্যোগে ২য় আন্তর্জাতিক প্যাডিয়াট্রিক (শিশু) গ্যাস্ট্রোএন্টারোলজি কনফারেন্স অ্যান্ড সায়েন্টিফিক সেমিনার অনুষ্ঠিত হয়।সেমিনারে প্রধান অতিথি ছিলেন বিশ্ববিদ্যালয়ের ভিসি অধ্যাপক ডা. কামরুল হাসান খান। ","['Discourse', 'Politics', 'Government actions']",Commentary
87,"মামলা পরিচালনায় কত টাকা ফিস দেওয়া হয়েছে সেটা কখনো গুনে দেখতেন না। অসংখ্য মামলা করেছেন বিনা পয়সায়। সেই গরিবের আইনজীবী অ্যাডভোকেট আব্দুল বাসেত মজুমদার আর নেই। গতকাল বুধবার সকাল ৮টা ১৮ মিনিটে রাজধানীর ইউনাইটেড হাসপাতালে চিকিত্সাধীন অবস্থায় তিনি ইন্তেকাল করেন (ইন্নালিল্লাহি...রাজিউন)। সুপ্রিম কোর্টের সিনিয়র এই আইনজীবীর মৃত্যুতে আইন অঙ্গনে নেমে এসেছে শোকের ছায়া। তার প্রতি শ্রদ্ধা জানিয়ে সুপ্রিম কোর্টের আপিল ও হাইকোর্ট বিভাগের বিচারকাজ বন্ধ রাখা হয়। বিচার কাজ বন্ধ ছিল ঢাকার নিম্ন আদালতেও। পরে বাদ জোহর সুপ্রিম কোর্ট প্রাঙ্গণে আনা হয় মরদেহ। সেখানে বিচারপতি, আইনজীবী, রাজনীতিবিদসহ বিভিন্ন শ্রেণি-পেশার হাজারো মানুষ জড়ো হন। পরে জাতীয় ঈদগাহ ময়দানে তার নামাজে জানাজা অনুষ্ঠিত হয়। তাতে হাজার হাজার মানুষ অংশ নেন। বেশ কিছুদিন ধরেই বার্ধক্যজনিত অসুস্থতার কারণে হাসপাতালে চিকিত্সাধীন ছিলেন সুপ্রিম কোর্ট আইনজীবী সমিতির সাবেক সভাপতি বাসেত মজুমদার। মৃত্যুর কয়েক দিন আগে তাকে নেওয়া হয় লাইফ সাপোর্টে। তার বয়স হয়েছিল ৮৬ বছর। স্ত্রী, দুই পুত্র ও এক কন্যা রেখে গেছেন। আইন পেশায় নিজেকে নিয়োজিত রেখেছিলেন ৫৬ বছর। প্রবীণ এই আইনজীবীর মৃত্যুতে রাষ্ট্রপতি মো. আবদুল হামিদ ও প্রধানমন্ত্রী শেখ হাসিনা গভীর শোক প্রকাশ করে পৃথক বিবৃতি দিয়েছেন। শোক প্রকাশ করে আরো বিবৃতি দিয়েছেন জাতীয় সংসদের স্পিকার ড. শিরীন শারমিন চৌধুরী ও প্রধান বিচারপতি সৈয়দ মাহমুদ হোসেন। এদিকে বাদ জোহর তার প্রথম নামাজে জানাজায় অংশ নেন প্রধান বিচারপতিসহ সুপ্রিম কোর্টের আপিল ও হাইকোর্ট বিভাগের বিচারপতিগণ, মত্স্য ও প্রাণিসম্পদ মন্ত্রী শ ম রেজাউল করিম, আইনমন্ত্রী আনিসুল হক, রেলমন্ত্রী নূরুল ইসলাম সুজন, বিমান প্রতিমন্ত্রী মাহবুব আলী, আওয়ামী লীগের সভাপতিমণ্ডলীর সদস্য জাহাঙ্গীর কবির নানক, যুগ্ম-সম্পাদক মাহবুব উল আলম হানিফ, অ্যাটর্নি জেনারেল এ এম আমিন উদ্দিন, ঢাকা দক্ষিণ সিটি করপোরেশনের মেয়র ব্যারিস্টার শেখ ফজলে নূর তাপস, আওয়ামী লীগের কেন্দ্রীয় সাংগঠনিক সম্পাদক আহমদ হোসেন ও আফজাল হোসেন, জাতীয় পার্টি-জেপির প্রেসিডিয়াম সদস্য সাদেক সিদ্দিকীসহ বিভিন্ন শ্রেণি-পেশার কয়েক হাজার মানুষ।বাসেত মজুমদারের ছেলে অ্যাডভোকেট সাঈদ আহমেদ রাজা উপস্থিত সবার উদ্দেশ্যে অশ্রুসিক্ত নয়নে বলেন, ‘আমার বাবা অনেক ভালো মানুষ ছিলেন। তিনি যদি কারো কাছে কোনো অঙ্গীকার করে থাকেন তাহলে আমাকে জানাবেন তা পূরণের সর্বাত্মক চেষ্টা করব।’ সুপ্রিম কোর্ট আইনজীবী সমিতির সম্পাদক ব্যারিস্টার রুহুল কুদ্দুস কাজল মরহুমের বর্ণাঢ্য জীবনের অংশ বিশেষ তুলে ধরেন। জানাজা শেষে মরহুমের কফিনে ফুল দিয়ে শ্রদ্ধা জানান প্রধান বিচারপতি, সুপ্রিম কোর্টের বিচারপতিসহ বিভিন্ন সংগঠনের নেতৃবৃন্দ। শ্রদ্ধা নিবেদন শেষে তার মরদেহ নিয়ে যাওয়া হয় তার জন্মস্থান কুমিল্লায়। সেখানে লালমাই উপজেলার হরিশ্চর হাইস্কুল মাঠে তৃতীয় নামাজে জানাজা অনুষ্ঠিত হয়। এতে কুমিল্লা সদর আসনের এমপি আ ক ম বাহাউদ্দিনসহ বিভিন্ন শ্রেণি-পেশার মানুষ অংশ নেন। পরে তাকে নিজ বাড়ি শানিচোঁ গ্রামে পারিবারিক কবরস্থানে দাফন করা হয়। এদিকে বাসেত মজুমদারের মৃত্যুতে তার পরিবারের প্রতি গভীর সমবেদনা জানিয়েছেন অর্থমন্ত্রী আহম মুস্তফা কামাল, স্থানীয় সরকার পল্লী উন্নয়ন ও সমবায় মন্ত্রী মো. তাজুল ইসলাম প্রমুখ। ১৯৩৮ সালের পহেলা জানুয়ারি কুমিল্লার লাকসামে শানিচোঁ গ্রামে জন্মগ্রহণ করেন তিনি। ঢাকা বিশ্ববিদ্যালয় থেকে এলএলবি ডিগ্রি লাভ করেন। ষাটের দশকে ঐতিহাসিক সব আন্দোলনে সক্রিয়ভাবে যুক্ত ছিলেন। ছয় দফা আন্দোলনে সক্রিয় ভূমিকা পালন করেন। ছিলেন সুপ্রিম কোর্ট আইনজীবী সমিতির সভাপতি। দুই মেয়াদে বার কাউন্সিলের ভাইস চেয়ারম্যানের দায়িত্ব পালন করেছেন। ১৯৭১ সালে মুক্তিযুদ্ধের সংগঠক হিসেবে গুরুত্বপূর্ণ ভূমিকা পালন করেন। জেপির শোক :জাতীয় পার্টি-জেপির চেয়ারম্যান আনোয়ার হোসেন মঞ্জু এমপি এবং সাধারণ সম্পাদক শেখ শহীদুল ইসলাম এক বিবৃতিতে গভীর শোক ও দুঃখ প্রকাশ করে বলেন, বাসেত মজুমদারের মৃত্যুতে দেশ একজন শীর্ষ স্থানীয় আইনজীবীকে হারাল; যিনি গরিবের আইনজীবী হিসেবেও পরিচিত ছিলেন। একই সঙ্গে তার রুহের মাগফেরাত কামনা এবং শোকসন্তপ্ত পরিবারবর্গের প্রতি আন্তরিক সমবেদনা জানান নেতৃবৃন্দ। এদিকে সুপ্রিম কোর্ট আইনজীবী সমিতির নেতৃবৃন্দ, কোর্ট রিপোর্টার্স অ্যাসোসিয়েশন, ঢাকার সভাপতি অ্যাডভোকেট মো. মশিহুর রহমান ও সাধারণ সম্পাদক অ্যাডভোকেট মো. রুবেল হাওলাদার এক বিবৃতিতে শোক প্রকাশ করেছেন। ",['Sports'],Straight
88,<blockquote>&gt;খুলনায় ঘরোয়া ক্রিকেটে খেলতে গিয়েই একেবারে অপ্রত্যাশিতভাবে ডাক পান। আর সরাসরি একাদশে নেমে ইমরুল অপরাজিত থাকলেন ৭২ রানে। মাহমুদউল্লাহর সঙ্গে ষষ্ঠ উইকেট জুটিতে গড়লেন বাংলাদেশের নতুন রেকর্ড</blockquote>,['Sports'],Commentary
89,"<p>দুবাই রওনা দেওয়ার আগে <a href=""https://www.prothomalo.com/topic/ইমরুল-কায়েস"" target=""_blank"">ইমরুল কায়েসের</a> চিন্তায় ছিল কন্ডিশন। কাল প্রায় মধ্যরাতে টিম হোটেলে পৌঁছে পরদিন দুপুরে ১৫০ কিলোমিটার দূরের আবুধাবিতে খেলতে নেমেছেন। কন্ডিশনের সঙ্গে মানিয়ে নেওয়ার কোনো সময়ই পাননি, প্রতিপক্ষের বোলারদের চেয়ে ইমরুলের চিন্তায় ছিল আবুধাবির গরম। প্রতিপক্ষের বোলারদের সামলেছেন, কন্ডিশনও বাধা হয়নি—উড়ে গিয়েই দুর্দান্ত ইমরুলকে দেখা গেছে। দেখা গেছে দুর্দান্ত <a href=""https://www.prothomalo.com/topic/মাহমুদউল্লাহ-রিয়াদ"" target=""_blank"">মাহমুদউল্লাহ</a>কেও। এ দুইয়ের ষষ্ঠ উইকেটে ১২৮ রানের জুটির সৌজন্যে আফগানিস্তানকে বাংলাদেশ ছুড়ে দিয়েছে ২৫০ রানের লক্ষ্য।</p>",['Sports'],Straight
90,"<p>টস জিতে আগে ব্যাটিং করা বাংলাদেশের শুরুটা আজও বাজে। ওপেনিং জুটি ভেঙেছে ১৬ রানে। আগের দুই ম্যাচে ১৪ রান করা নাজমুল আজ করতে পেরেছেন ৬। সাকিব আল হাসানের জায়গায় মোহাম্মদ মিঠুনকে পাঠানো হয় তিনে। ব্যাটিং অর্ডারে পদোন্নতি পেলেও স্কোরে উন্নতি হয়নি—মুজিবুর রহমানের বলে এলবিডব্লু হয়েছেন মাত্র ১ রানে। ১৮ রানে ২ উইকেট হারিয়ে ফেলে যে ধাক্কাটা খেয়েছিল বাংলাদেশ, সেটি সামাল দেয় লিটন-মুশফিকের তৃতীয় উইকেটে তোলা ৬৩ রানের জুটি।</p>","['Sports', 'Discourse']",Commentary
91,"<p>ভালোই এগোচ্ছিল। হঠাৎ ভূতে পেয়ে বসল বাংলাদেশকে! নয়তো কী! ২ উইকেটে ১৮ রান তুলে ফেলার পর বাংলাদেশের ইনিংসে যা ঘটল, কেবল ভূত তাড়া করলেই এমন পাগুলে কিছু করা সম্ভব। লিটন দাস আগের বলে চার মেরে পরের বলেই আবার উড়িয়ে মারতে চাইলেন এ সময়ের সেরা লেগ স্পিনার রশিদ খানকে। রান হয় না এমন একটা বলে রান নিতে চেয়ে শূন্য রানে রানআউট হলে ফিরলেন সাকিব। এভাবে রান নেওয়ার কোনো মানে হয়...সাকিবের সঙ্গে মাঠেই মৃদু বাহাসে মেতে ওঠা মুশফিক নিজে কী করলেন? তিনিও খ্যাপা দৌড় দিলেন ননস্ট্রাইকিং প্রান্ত থেকে। সাকিবের অপরাধের পুনরাবৃত্তি। ১৪ বল আর ৭ রানের মধ্যে বাংলাদেশ হারাল ৩ ব্যাটসম্যানকে।</p>","['Sports', 'Discourse']",Commentary
92,"<p>বাংলাদেশের সামনে যখন লড়াইয়ের পুঁজি পাওয়া নিয়ে সংশয়, তখনই ইমরুল-মাহমুদউল্লাহর প্রতিরোধ। নিয়মকে বুড়ো আঙুল দেখিয়ে টুর্নামেন্টের মাঝপথে হুট করে উড়িয়ে নেওয়া দুই ক্রিকেটারের একজন ইমরুল ঘুরে দাঁড়ানোর লড়াই করছেন মাহমুদউল্লাহকে নিয়ে। ষষ্ঠ উইকেটে এই জুটি ১২৮ রান যোগ করেই বাংলাদেশকে এনে দিয়েছে ২৪৯ রানের চ্যালেঞ্জিং স্কোর। ষষ্ঠ উইকেট জুটিতে এটাই ওয়ানডেতে বাংলাদেশের নতুন রেকর্ড।</p>",['Sports'],Commentary
93,"<p>অফ স্টাম্পের বাইরের শর্ট বলটা লাফিয়ে চালাতে গিয়ে মাহমুদউল্লাহ আউট হয়েছেন ৭৪ রান করে। তবে ইমরুল অপরাজিত ৭২ রান করে। শুধু কন্ডিশন-প্রতিপক্ষের বোলাররা নয়, বাঁহাতি ব্যাটসম্যানকে মানিয়ে নিতে হয়েছে হঠাৎ বদলে যাওয়া ব্যাটিং অর্ডারের সঙ্গেও। ক্যারিয়ারজুড়ে ব্যাটিং করেছেন ওপেনিং কিংবা তিনে। সেই ইমরুল আজ নামলেন ছয়ে।</p>","['Sports', 'Discourse']",Commentary
94,"<p>কঠিন পথ পেরিয়ে ইমরুল ভালো খেলেছেন, ভালো খেলেছেন মাহমুদউল্লাহ। বাজে শুরুর পরও তাই বাংলাদেশ ইনিংস পেয়েছে আশাব্যঞ্জক সমাপ্তি। মাহমুদউল্লাহকে স্যালুট দিতে হবে। ঘুরে দাঁড়ানোর শুরুটা তাঁর ব্যাটেই। তবে ইমরুল পাবেন বাড়তি বাহবা। এত দ্রুত নিজেকে মানিয়ে নিতে হয়েছে...কন্ডিশন শুধু নয়, ব্যাটিং লাইনআপের অচেনা পজিশনেও। আর তাঁর কাজটাকে আরও কঠিন করে তুলেছিল বাংলাদেশের স্কোর। সেখান থেকেই ইমরুল অপরাজিত থেকে ফিরলেন। শাবাশ ইমরুল!</p>","['Crime', 'Discourse']",Investigative
95,"রংপুরের মিঠাপুকুরে যৌন হয়রানির অভিযোগে অর্থদণ্ড করা হয়েছে একটি বেসরকারি উন্নয়ন সংস্থার এক কর্মচারীর। কিন্তু হয়রানির শিকার মেয়েটির পরিবারে টাকার বিষয়টি তখনও অজানা ছিল। তাকে এ অভিযোগে দু’দিন একটি বাড়িতে আটক রেখে শেষ পর্যন্ত এক লাখ টাকায় রফা করা হয়েছে। খবর পেয়ে মিঠাপুকুর থানা পুলিশ ঘটনাস্থল পরিদর্শন করে এ বিষয়ে সত্যতা পেয়েছে। এলাকাবাসী ও প্রত্যক্ষদর্শী সূত্রে জানা গেছে, বকুল হোসেন বেসরকারি উন্নয়ন সংস্থা আশার ক্ষুদ্রঋণ কার্যক্রম প্রকল্পের কর্মচারী। দীর্ঘদিন ধরে রাণীপুকুর পূর্বপাড়া গ্রামের এক গৃহস্থ পরিবারের মেয়েকে তিনি উত্ত্যক্ত করতেন। গত বৃহস্পতিবার সন্ধ্যায় ওই মেয়েকে উত্ত্যক্ত করার সময় এলাকাবাসী বকুল হোসেনকে আটক করেন। এরপর তাকে দু’দিন ধরে ওই এলাকার এক প্রভাবশালীর বাসায় আটকে রাখা হয়। পরে কয়েক দফায় দেনদরবার শেষে শুক্রবার রাতে রাণীকুপুর স্কুল অ্যান্ড কলেজের প্রভাষক সেকান্দার আলী মণ্ডলের মধ্যস্থতায় সালিশ বৈঠক বসে। ","['Government actions', 'Business & Economy', 'Sciene & Environment']",Straight
96,"<p>পরিবেশ ছাড়পত্র ছাড়া কারখানা পরিচালনা করায় ওষুধ উৎপাদনকারী প্রতিষ্ঠান ইবনে সিনা ফার্মাসিউটিক্যালসকে ৫০ লাখ টাকা জরিমানা করেছে পরিবেশ অধিদপ্তর। গতকাল রোববার ইবনে সিনা গ্রুপের মালিকানাধীন এ প্রতিষ্ঠানটিকে জরিমানা করা হয়। প্রতিষ্ঠানটির বিরুদ্ধে ১৮ বছর ধরে পরিবেশ ছাড়পত্র ছাড়া কারখানায় উৎপাদন কর্মকাণ্ড পরিচালনা করার অভিযোগ আনে পরিবেশ অধিদপ্তর।সম্প্রতি পরিবেশ অধিদপ্তরের গাজীপুর কার্যালয়ের একটি দল কারখানায় আকস্মিক অভিযান চালালে ইবনে সিনার কারখানায় পরিবেশ ছাড়পত্র না থাকার এ ঘটনা উদ্ঘাটিত হয়। পরিদর্শক দল গাজীপুরের কালিয়াকৈরে অবস্থিত কারখানায় গেলে কর্মকর্তারা কারখানা পরিদর্শনে বাধা দেন এবং তথ্য দিতে অসহযোগিতা প্রদর্শন করেন বলে অভিযোগ ওঠে।গতকাল পরিবেশ অধিদপ্তরের পরিচালক (এনফোর্সমেন্ট) মোহাম্মদ মুনীর চৌধুরী ইবনে সিনা ফার্মাসিউটিক্যালসের ব্যবস্থাপনা পরিচালককে পরিবেশ আইন লঙ্ঘনের অপরাধে দণ্ডিত করে ৫০ লাখ টাকা আদায় করেন। কারখানার ব্যবস্থাপনা পরিচালক অধ্যাপক আবু নাসের মোহাম্মদ আবদুজ জাহের পরিচালকের (এনফোর্সমেন্ট) কাছে লিখিত এক আবেদনে এ ঘটনার জন্য আন্তরিকভাবে দুঃখ প্রকাশ করেন।গতকাল কোম্পানির পক্ষে মহাব্যবস্থাপক ও কোম্পানির সেক্রেটারি মোহাম্মদ শহীদ ফারুকী, প্ল্যান্ট ব্যবস্থাপক রফিকুল হক, মাননিয়ন্ত্রণ ব্যবস্থাপক আবদুল খালেক ও ব্যবস্থাপক (ইঞ্জিনিয়ারিং) মমতাজুল করিম পরিচালকের (এনফোর্সমেন্ট) কাছে শুনানিতে হাজির হয়ে পরিবেশ ছাড়পত্রবিহীন কারখানা নির্মাণ ও পরিচালনার জন্য দুঃখ প্রকাশ এবং ক্ষমা প্রার্থনা করেন। তাঁরা জানান, এ ঘটনা নিতান্তই তাঁদের অজ্ঞতা। এ প্রসঙ্গে পরিচালক (এনফোর্সমেন্ট) মুনীর চৌধুরী জানান, ‘১৮ বছর ধরে একটি বৃহৎ শিল্পপ্রতিষ্ঠান বেআইনিভাবে চালানো পরিবেশ আইন অমান্যের এক নজিরবিহীন ঘটনা। তাই এ দৃষ্টান্তমূলক শাস্তি দেওয়া হয়েছে, যাতে সবাই সর্বক্ষেত্রে পরিবেশ আইন মেনে চলে। কারখানা কর্তৃপক্ষকে অবিলম্বে তাদের উৎপাদন পরিকল্পনা এবং বর্জ্য ব্যবস্থাপনা সম্পর্কিত সব তথ্য-উপাত্ত দাখিলের নির্দেশ দেওয়া হয়েছে।’</p>","['International Affairs', 'Crime']",Investigative
97,"<p>কুড়িগ্রামের রৌমারী সীমান্তে ভারত থেকে গরু আনার সময় ভারতীয় সীমান্তরক্ষী বাহিনীর (বিএসএফ) ধাওয়ার পর নদীতে ঝাঁপ দিয়ে একজনের মৃত্যু হয়েছে বলে অভিযোগ পাওয়া গেছে। আজ বুধবার দুপুরে বর্ডার গার্ড বাংলাদেশ (বিজিবি) নদী থেকে ওই ব্যক্তির লাশ উদ্ধার করে পুলিশকে দেয়।<br /><br />ওই ব্যক্তির নাম খয়বর আলী (৪২)। তিনি উপজেলার দাঁতভাঙ্গা ইউনিয়নের হরিণধরা গ্রামের নজির হোসেনের ছেলে। রৌমারী সীমান্তে ভারত থেকে বাংলাদেশে গরু পারাপারের কাজ করতেন খয়বর।<br /><br />বিজিবি ও স্থানীয় সূত্রে জানা যায়, আজ কুয়াশাচ্ছন্ন সকালে রৌমারী দাঁতভাঙ্গা সীমান্তের ১০৫৭ নম্বর আন্তর্জাতিক পিলারের পাশ দিয়ে খয়বর আলীসহ ১০ থেকে ১২ জন ভারত থেকে গরু আনতে যাচ্ছিলেন। এদিকে বাংলাদেশি সীমান্তে বিজিবি টহল দিচ্ছিল। তাঁরা বিজিবিকে দেখে আশপাশে বিভিন্ন দিকে লুকিয়ে পড়েন। এ সময় খয়বর আলী ভুল করে ভারতীয় সীমান্তের ভেতরে ঢুকে পড়েন। এতে বিএসএফ ক্যাম্পের সদস্যরা খয়বরকে ধাওয়া দেন। তিনি জীবন বাঁচাতে দৌড়ে জিঞ্জিরাম নদের ওপর সেতু থেকে লাফ দেন। এরপর থেকে তিনি নিখোঁজ ছিলেন। পরে বেলা আড়াইটার দিকে তাঁর লাশ উদ্ধার করা হয়।</p>",['Crime'],Straight
98,"<p>জামালপুর ৩৫ বিজিবি ব্যাটালিয়নের পরিচালক লেফটেন্যান্ট কর্নেল এস কে আজাদ বলেন, খয়বর আলীর লাশ পুলিশের কাছে হস্তান্তর করা হয়েছে।</p>",['Discourse'],Commentary
